00100374 TerminatedCString /lib64/ld-linux-x86-64.so.2
001016a9 string-utf8 g_param_spec_object
001016bd string-utf8 g_free
001016c4 string-utf8 g_get_tmp_dir
001016d2 string-utf8 g_intern_static_string
001016e9 string-utf8 g_key_file_get_string
001016ff string-utf8 __gmon_start__
0010170e string-utf8 g_object_unref
0010171d string-utf8 g_key_file_new
0010172c string-utf8 g_file_delete
0010173a string-utf8 g_strdup
00101743 string-utf8 g_list_foreach
00101752 string-utf8 g_list_free
0010175e string-utf8 g_once_init_leave_pointer
00101778 string-utf8 g_object_class_install_property
00101798 string-utf8 _ITM_deregisterTMCloneTable
001017b4 string-utf8 g_object_new
001017c1 string-utf8 g_object_ref
001017ce string-utf8 _ITM_registerTMCloneTable
001017e8 string-utf8 gtk_widget_get_style_context
00101805 string-utf8 g_set_error
00101811 string-utf8 g_file_get_uri
00101820 string-utf8 g_value_dup_object
00101833 string-utf8 g_type_name
0010183f string-utf8 g_key_file_load_from_file
00101859 string-utf8 g_type_register_static_simple
00101877 string-utf8 g_key_file_free
00101887 string-utf8 g_error_free
00101894 string-utf8 g_file_new_for_path
001018a8 string-utf8 g_once_init_enter_pointer
001018c2 string-utf8 g_type_class_peek_parent
001018db string-utf8 g_log
001018e1 string-utf8 g_file_test
001018ed string-utf8 gtk_widget_get_window
00101903 string-utf8 g_type_class_adjust_private_offset
00101926 string-utf8 ev_shutdown
00101932 string-utf8 ev_get_locale_dir
00101944 string-utf8 ev_init
0010194c string-utf8 ev_document_misc_get_monitor_dpi
0010196d string-utf8 gtk_message_dialog_format_secondary_text
00101996 string-utf8 gtk_print_job_set_source_file
001019b4 string-utf8 gdk_display_get_monitor_at_window
001019d6 string-utf8 gtk_widget_hide
001019e6 string-utf8 gtk_box_new
001019f2 string-utf8 gtk_widget_grab_focus
00101a08 string-utf8 gdk_window_get_display
00101a1f string-utf8 gtk_scrolled_window_new
00101a37 string-utf8 gtk_window_set_title
00101a4c string-utf8 gtk_container_add
00101a5e string-utf8 gtk_scrolled_window_set_policy
00101a7d string-utf8 g_signal_connect_data
00101a93 string-utf8 gtk_print_job_new
00101aa5 string-utf8 gtk_widget_destroy
00101ab8 string-utf8 gtk_box_pack_start
00101acb string-utf8 gtk_print_error_quark
00101ae1 string-utf8 gtk_print_job_send
00101af4 string-utf8 gtk_widget_show
00101b04 string-utf8 gtk_style_context_add_class
00101b20 string-utf8 gtk_message_dialog_new
00101b37 string-utf8 gtk_window_get_type
00101b4b string-utf8 ev_view_zoom_in
00101b5b string-utf8 ev_document_model_set_min_scale
00101b7b string-utf8 ev_view_zoom_out
00101b8c string-utf8 ev_job_is_failed
00101b9d string-utf8 ev_document_model_set_continuous
00101bbe string-utf8 ev_document_model_get_sizing_mode
00101be0 string-utf8 ev_document_model_get_document
00101bff string-utf8 ev_view_new
00101c0b string-utf8 ev_view_zoom_reset
00101c1e string-utf8 ev_view_handle_link
00101c32 string-utf8 ev_document_model_set_document
00101c51 string-utf8 ev_view_set_model
00101c63 string-utf8 ev_document_model_new
00101c79 string-utf8 ev_document_model_set_sizing_mode
00101c9b string-utf8 ev_document_model_set_max_scale
00101cbb string-utf8 ev_job_scheduler_push_job
00101cd5 string-utf8 ev_job_load_new
00101ce5 string-utf8 ev_view_next_page
00101cf7 string-utf8 ev_document_model_get_type
00101d12 string-utf8 ev_view_previous_page
00101d28 string-utf8 ev_stock_icons_init
00101d3c string-utf8 g_type_add_instance_private
00101d58 string-utf8 g_cclosure_marshal_VOID__OBJECT
00101d78 string-utf8 g_signal_new
00101d85 string-utf8 g_type_check_instance_is_a
00101da0 string-utf8 g_signal_emit
00101dae string-utf8 g_value_set_object
00101dc1 string-utf8 g_return_if_fail_warning
00101dda string-utf8 g_object_notify
00101dea string-utf8 g_value_get_object
00101dfd string-utf8 gtk_entry_new
00101e0b string-utf8 gtk_widget_add_events
00101e21 string-utf8 gtk_entry_set_text
00101e34 string-utf8 atk_object_set_name
00101e48 string-utf8 gtk_label_new
00101e56 string-utf8 gtk_container_set_border_width
00101e75 string-utf8 ev_document_get_max_label_len
00101e93 string-utf8 ev_document_get_page_label
00101eae string-utf8 ev_document_get_n_pages
00101ec6 string-utf8 ev_document_has_text_page_labels
00101ee7 string-utf8 g_strdup_printf
00101ef7 string-utf8 gtk_label_set_text
00101f0a string-utf8 ev_document_model_get_page
00101f25 string-utf8 gtk_entry_get_text
00101f38 string-utf8 ev_link_dest_new_page_label
00101f54 string-utf8 ev_link_action_new_dest
00101f6c string-utf8 ev_link_new
00101f78 string-utf8 ev_document_model_set_page
00101f93 string-utf8 gtk_tree_model_get
00101fa6 string-utf8 ev_link_get_title
00101fb8 string-utf8 g_object_set
00101fc5 string-utf8 g_utf8_normalize
00101fd6 string-utf8 ev_link_get_action
00101fe9 string-utf8 ev_link_action_get_action_type
00102008 string-utf8 gtk_list_store_append
0010201e string-utf8 gtk_list_store_set
00102031 string-utf8 g_object_add_weak_pointer
0010204b string-utf8 g_object_get_data
0010205d string-utf8 gtk_cell_layout_pack_start
00102078 string-utf8 gtk_list_store_new
0010208b string-utf8 gtk_tree_model_foreach
001020a2 string-utf8 g_object_set_data_full
001020b9 string-utf8 g_option_context_parse
001020d0 string-utf8 g_option_context_add_group
001020eb string-utf8 g_file_new_for_commandline_arg
0010210a string-utf8 g_utf8_casefold
0010211a string-utf8 g_option_context_new
0010212f string-utf8 g_signal_handlers_block_matched
0010214f string-utf8 g_object_remove_weak_pointer
0010216c string-utf8 g_signal_handler_disconnect
00102188 string-utf8 g_option_context_free
0010219e string-utf8 g_static_resource_get_resource
001021bd string-utf8 g_signal_handlers_unblock_matched
001021df string-utf8 g_assertion_message_error
001021f9 string-utf8 g_static_resource_init
00102210 string-utf8 g_option_context_add_main_entries
00102232 string-utf8 g_static_resource_fini
00102249 string-utf8 g_file_has_prefix
0010225b string-utf8 g_signal_handler_is_connected
00102279 string-utf8 g_option_context_set_translation_domain
001022a1 string-utf8 g_signal_connect_object
001022b9 string-utf8 gtk_get_option_group
001022ce string-utf8 gtk_printer_is_default
001022e5 string-utf8 gtk_ui_manager_get_accel_group
00102304 string-utf8 gtk_cell_layout_set_cell_data_func
00102327 string-utf8 gtk_window_add_accel_group
00102342 string-utf8 gtk_enumerate_printers
00102359 string-utf8 gtk_action_group_set_sensitive
00102378 string-utf8 gtk_window_set_default_size
00102394 string-utf8 gtk_ui_manager_new
001023a7 string-utf8 gtk_printer_get_name
001023bc string-utf8 gtk_action_group_new
001023d1 string-utf8 gtk_print_settings_new_from_key_file
001023f6 string-utf8 gtk_entry_set_width_chars
00102410 string-utf8 gtk_toggle_action_get_active
0010242d string-utf8 gtk_widget_get_mapped
00102443 string-utf8 gtk_action_group_add_actions
00102460 string-utf8 gtk_action_group_add_toggle_actions
00102484 string-utf8 gtk_tree_model_get_type
0010249c string-utf8 gtk_action_connect_accelerator
001024bb string-utf8 gtk_page_setup_new_from_key_file
001024dc string-utf8 gtk_ui_manager_insert_action_group
001024ff string-utf8 gtk_ui_manager_ensure_update
0010251c string-utf8 gtk_main_quit
0010252a string-utf8 gtk_page_setup_new
0010253d string-utf8 gtk_print_settings_new
00102554 string-utf8 gtk_print_settings_get_printer
00102573 string-utf8 gtk_action_group_add_action
0010258f string-utf8 gtk_dialog_run
0010259e string-utf8 gtk_entry_completion_get_model
001025bd string-utf8 gtk_entry_completion_new
001025d6 string-utf8 gtk_entry_completion_set_match_func
001025fa string-utf8 gtk_cell_renderer_text_get_type
0010261a string-utf8 gtk_widget_get_accessible
00102634 string-utf8 gtk_main
0010263d string-utf8 gtk_tree_iter_get_type
00102654 string-utf8 gtk_action_get_type
00102668 string-utf8 gtk_window_set_default_icon_name
00102689 string-utf8 gtk_ui_manager_get_widget
001026a3 string-utf8 gtk_editable_set_position
001026bd string-utf8 gtk_tool_item_get_type
001026d4 string-utf8 gtk_entry_set_completion
001026ed string-utf8 gtk_label_set_xalign
00102702 string-utf8 gtk_toggle_action_set_active
0010271f string-utf8 gtk_action_group_set_translation_domain
00102747 string-utf8 gtk_tree_iter_free
0010275a string-utf8 gtk_action_get_proxies
00102771 string-utf8 gtk_box_set_spacing
00102785 string-utf8 gtk_action_group_list_actions
001027a3 string-utf8 gtk_action_group_get_action
001027bf string-utf8 gtk_ui_manager_add_ui_from_resource
001027e3 string-utf8 gtk_label_set_width_chars
001027fd string-utf8 g_set_application_name
00102814 string-utf8 dcgettext
0010281e string-utf8 __stack_chk_fail
0010282f string-utf8 strstr
00102836 string-utf8 bind_textdomain_codeset
0010284e string-utf8 bindtextdomain
0010285d string-utf8 __libc_start_main
0010286f string-utf8 __cxa_finalize
0010287e string-utf8 strcmp
00102885 string-utf8 libatrildocument.so.3
0010289b string-utf8 libatrilview.so.3
001028ad string-utf8 libgtk-3.so.0
001028bb string-utf8 libgdk-3.so.0
001028c9 string-utf8 libatk-1.0.so.0
001028d9 string-utf8 libgio-2.0.so.0
001028e9 string-utf8 libgobject-2.0.so.0
001028fd string-utf8 libglib-2.0.so.0
0010290e string-utf8 libc.so.6
00102918 string-utf8 GLIBC_2.34
00102923 string-utf8 GLIBC_2.2.5
0010292f string-utf8 GLIBC_2.4
00109004 string atril
0010900a string UTF-8
00109010 string MATE Document Previewer
00109028 string File argument is required
00109042 string delete-event
0010904f string destroy
00109057 string finished
00109060 string unlink-tempfile
00109070 string Delete the temporary file
0010908a string print-settings
00109099 string Print settings file
001090b2 string EvPreviewerWindow
001090c4 string atril-previewer-window
001090db string The document model
001090ee string Failed to print document
00109107 string notify::sizing-mode
0010911b string ViewFitPage
00109127 string ViewFitWidth
00109134 string notify::document
00109145 string PreviewerActions
00109156 string Select Page
00109162 string tooltip
0010916a string label
00109170 string visible_overflown
00109182 string text-x-generic
00109191 string icon_name
0010919b string activate_link
001091a9 string PreviewerAccelerators
001091bf string error
001091c5 string ev-previewer-window.c
001091db string /PreviewToolbar
001091eb string focus_in_event
001091fa string focus_out_event
0010920a string property
00109213 string Print Settings
00109222 string Page Setup
0010922d string title
00109233 string Print Job
0010923d string zoom-fit-height
0010924d string Fit Pa_ge
00109257 string zoom-fit-width
00109266 string Fit _Width
00109271 string go-up
00109277 string go-down
0010927f string zoom-in
00109287 string CtrlEqual
00109291 string <control>equal
001092a0 string zoom-out
001092a9 string CtrlKpPlus
001092b4 string <control>KP_Add
001092c4 string CtrlKpMinus
001092d0 string <control>KP_Subtract
001092e5 string CtrlKpZero
001092f0 string zoom-original
001092fe string <control>KP_0
0010930c string FocusPageSelector
0010931e string <control>l
00109329 string FileCloseWindow
00109339 string window-close
00109346 string _Close
0010934d string <control>W
00109358 string GoPreviousPage
00109367 string _Previous Page
00109376 string <control>Page_Up
00109387 string Go to the previous page
0010939f string GoNextPage
001093aa string _Next Page
001093b5 string <control>Page_Down
001093c8 string Go to the next page
001093dc string ViewZoomIn
001093e7 string Zoom _In
001093f0 string <control>plus
001093fe string Enlarge the document
00109413 string ViewZoomOut
0010941f string Zoom _Out
00109429 string <control>minus
00109438 string Shrink the document
0010944c string ViewZoomReset
0010945a string <control>0
00109465 string Reset zoom to 100%
00109478 string PreviewPrint
00109485 string document-print
00109494 string Print this document
001094a8 string EvPageAction
001094b5 string Current Links Model
001094c9 string notify::model
001094d7 string ev-page-action.c
001094e8 string EV_IS_PAGE_ACTION (page)
00109501 string EV_IS_DOCUMENT_MODEL (model)
0010951e string EvPageActionWidget
00109531 string scroll-event
0010953e string activate
00109547 string page-label-entry
00109558 string (%d of %d)
00109563 string of %d
00109569 string Page: %s
00109572 string page-changed
00109584 string epa-filter-model
00109595 string popup-set-width
001095a5 string match-selected
001095b4 string width_chars
001095c0 string ellipsize
001095d0 string Error parsing command line arguments: %s
00109600 string Filename "%s" does not exist or is not a regular file
00109638 string /org/mate/atril/previewer/ui/previewer.xml
00109668 string %s:%d: invalid %s id %u for "%s" of type '%s' in '%s'
001096a0 string The selected printer '%s' could not be found
001096d0 string Make the current document fill the window
00109700 string Make the current document fill the window width
00109730 string GTK_IS_TREE_MODEL (links_model)
00109760 string ev_previewer_window_constructor
001097a0 string ev_page_action_set_links_model
001097c0 string ev_page_action_set_model
001097e0 string GVariant
001098c4 string previewer.xml
00109a54 string previewer/
00109ca1 string zR
00109cd1 string zR
.gnu_debugaltlink::00000000 string /usr/lib/debug/.dwz/x86_64-linux-gnu/atril.debug
.shstrtab::00000001 string-utf8 .shstrtab
.shstrtab::0000000b string-utf8 .note.gnu.build-id
.shstrtab::0000001e string-utf8 .interp
.shstrtab::00000026 string-utf8 .gnu.hash
.shstrtab::00000030 string-utf8 .dynsym
.shstrtab::00000038 string-utf8 .dynstr
.shstrtab::00000040 string-utf8 .gnu.version
.shstrtab::0000004d string-utf8 .gnu.version_r
.shstrtab::0000005c string-utf8 .rela.dyn
.shstrtab::00000066 string-utf8 .rela.plt
.shstrtab::00000070 string-utf8 .init
.shstrtab::00000076 string-utf8 .plt.got
.shstrtab::0000007f string-utf8 .text
.shstrtab::00000085 string-utf8 .fini
.shstrtab::0000008b string-utf8 .rodata
.shstrtab::00000093 string-utf8 .gresource.ev_previewer
.shstrtab::000000ab string-utf8 .eh_frame_hdr
.shstrtab::000000b9 string-utf8 .eh_frame
.shstrtab::000000c3 string-utf8 .note.gnu.property
.shstrtab::000000d6 string-utf8 .note.ABI-tag
.shstrtab::000000e4 string-utf8 .init_array
.shstrtab::000000f0 string-utf8 .fini_array
.shstrtab::000000fc string-utf8 .data.rel.ro
.shstrtab::00000109 string-utf8 .dynamic
.shstrtab::00000112 string-utf8 .data
.shstrtab::00000118 string-utf8 .bss
.shstrtab::0000011d string-utf8 .gnu_debugaltlink
.shstrtab::0000012f string-utf8 .gnu_debuglink
